Title|Budget|Gross|Year
Mama ne goryuy 2|-1|400878|2005
Martian Child|27000000|7486906|2007
Me and You and Everyone We Know|2000000|3885134|2005
Mongol|20000000|5701643|2007
Pobeg|1800000|2154129|2005
Resurrecting the Champ|13000000|3169424|2007
The Secret Life of Bees|11000000|37766350|2008
The Spiderwick Chronicles|90000000|71148699|2008
Voditel dlya Very|3300000|2011837|2004
Wolf Creek|1000000|16186348|2005
Match Point|15000000|23089926|2005
Alles auf Zucker!|-1|86553|2004
300|65000000|210592590|2006
American Gun|-1|24030|2005
Bandidas|32000000|18381890|2006
Becoming Jane|16500000|18663911|2007
Howard Zinn: You Can't Be Neutral on a Moving Train|-1|120250|2004
Kalamazoo?|-1|53609|2006
Moolaadé|-1|214605|2004
Must Love Dogs|30000000|43894863|2005
Pledge This!|-1|1556337|2006
Snakes on a Plane|33000000|34014398|2006
Le temps qui reste|-1|117581|2005
Two for the Money|20000000|22862049|2005
Idlewild|15000000|12549485|2006
Twelve and Holding|400000|95687|2005
9 rota|9500000|355720|2005
Aliens of the Deep|-1|8968045|2005
Annapolis|26000000|17127992|2006
Bratz: Passion 4 Fashion - Diamondz|-1|9743762|2006
Dreamland|-1|4350|2006
Factotum|1000000|808221|2005
Harry Potter and the Half-Blood Prince|250000000|301707444|2009
Headspace|-1|1650|2005
Inside I'm Dancing|-1|21864|2004
Klimt|-1|97656|2006
Wu ji|6000000|668171|2005
Outfoxed: Rupert Murdoch's War on Journalism|200000|237277|2004
Transformers|150000000|319014499|2007
Un año sin amor|-1|21847|2005
Dreamer: Inspired by a True Story|32000000|32701088|2005
Flags of Our Fathers|55000000|33574332|2006
Inside Deep Throat|2000000|653621|2005
Jarhead|70000000|62647540|2005
Junebug|-1|2678010|2005
Land of the Dead|15000000|20700082|2005
Psychopathia Sexualis|-1|3602|2006
En soap|-1|4018|2006
La tigre e la neve|35000000|9047|2005
Wah-Wah|7000000|233103|2005
The Three Burials of Melquiades Estrada|-1|5023275|2005
American Hardcore|-1|278785|2006
Believe in Me|-1|208565|2006
Cruel World|2000000|16344|2005
Dead Man's Shoes|-1|6013|2004
Doom|70000000|28031250|2005
Find Me Guilty|13000000|1173673|2006
Garçon stupide|500000|149651|2004
Holly|-1|176300|2006
In the Land of Women|10000000|11043445|2007
The Kite Runner|20000000|15797907|2007
The Marine|20000000|18843314|2006
Mr. Woodcock|22000000|25628629|2007
Nine Lives|500000|478645|2005
A Prairie Home Companion|10000000|20338609|2006
Sommersturm|2700000|95016|2004
Stranger Than Fiction|38000000|40137776|2006
The Tale of Despereaux|-1|50818750|2008
Sam gang yi|-1|75829|2004
Uncovered: The War on Iraq|-1|31481|2004
Keane|850000|30303|2004
The Texas Chainsaw Massacre: The Beginning|16000000|39511038|2006
Viruddh... Family Comes First|-1|322753|2005
Veer-Zaara|7000000|2921738|2004
Up for Grabs|-1|1881|2004
El aura|-1|56103|2005
The Boss|1500000|4900000|2005
Christmas at Maxwell's|3000000|12350|2006
Combien tu m'aimes?|10000000|3371565|2005
Infamous|13000000|1150403|2006
Short Cut to Nirvana: Kumbh Mela|200000|381225|2004
Opal Dream|11400000|13278|2005
Tell Them Who You Are|-1|38580|2004
Zhmurki|-1|4001447|2005
Domino|50000000|10169202|2005
Street Kings|20000000|26415649|2008
Control|4500000|871577|2007
Zerophilia|450000|7013|2005
Casting About|-1|6922|2004
Gridiron Gang|-1|38432823|2006
Mrs Palfrey at The Claremont|-1|67334|2005
Royal Kill|350000|50090|2009
The Proposition|-1|1900725|2005
Red Eye|25000000|57859105|2005
20 centímetros|-1|4810|2005
The Curious Case of Benjamin Button|150000000|127509326|2008
Big Momma's House 2|40000000|70163652|2006
Imagine Me & You|-1|671240|2005
Crutch|50000|20500|2004
Diary of a Mad Black Woman|5500000|50382128|2005
First Morning|300000|42800|2003
Fool el seen el azeem|-1|6634803|2004
Fur: An Imaginary Portrait of Diane Arbus|16800000|220914|2006
Hatchet|1500000|155873|2006
L'intrus|-1|40603|2004
Sarah Silverman: Jesus Is Magic|-1|1324244|2005
Marie Antoinette|40000000|15962471|2006
Are We Done Yet?|-1|49631958|2007
Music Within|-1|153205|2007
The Oh in Ohio|5000000|418689|2006
Phir Milenge|-1|89868|2004
SherryBaby|2000000|199176|2006
Shijie|-1|63662|2004
Sigaw|350000|1200000|2004
Surf's Up|85000000|58867694|2007
The Syrian Bride|-1|375574|2004
Tasuma|-1|479|2004
A Cock and Bull Story|2800000|1247453|2005
Be Here to Love Me: A Film About Townes Van Zandt|-1|129424|2004
Bin-jip|1000000|238507|2004
Charlie Bartlett|-1|3950294|2007
Darwin's Nightmare|-1|203646|2004
David & Layla|-1|120750|2005
Flushed Away|143000000|64459316|2006
Gunner Palace|-1|607502|2004
Hard Candy|-1|1007962|2005
Isn't This a Time! A Tribute Concert for Harold Leventhal|-1|2428|2004
Joyeux Noël|22000000|1054361|2005
Lila dit ça|-1|121166|2004
Meng ying tong nian|-1|7129|2004
The Mostly Unfabulous Social Life of Ethan Green|-1|152810|2005
Clerks II|5000000|24138847|2006
Three of Hearts: A Postmodern Family|-1|19738|2004
Touch the Sound: A Sound Journey with Evelyn Glennie|-1|176051|2004
The Wild Parrots of Telegraph Hill|-1|3058229|2003
Écrivain d'O|-1|8127|2004
The Adventures of Sharkboy and Lavagirl 3-D|-1|39177541|2005
Balls of Fury|-1|32844290|2007
Candy|-1|44720|2006
Copying Beethoven|11000000|352786|2006
Deep Sea|-1|42600284|2006
Employee of the Month|12000000|28435406|2006
Get Smart|80000000|130313314|2008
Hot Fuzz|16000000|23618786|2007
Just Like Heaven|58000000|48318130|2005
Lucky Number Slevin|-1|22494487|2006
Mini's First Time|6000000|48913|2006
Outsourced|-1|161593|2006
Run Fatboy Run|-1|5998971|2007
The Messengers|16000000|35374833|2007
Block Party|3000000|11694528|2005
Sorry, Haters|200000|6364|2005
Chi bi|553632000|613110|2008
Ha-Ushpizin|-1|1397999|2004
Feast|3200000|54556|2005
Sophie Scholl - Die letzten Tage|-1|676167|2005
Stomp! Shout! Scream!|150000|112739|2005
Superhero Movie|35000000|25871834|2008
In the Mix|-1|10105281|2005
Alpha Dog|-1|15229325|2006
August Rush|30000000|31655091|2007
Confetti|-1|226990|2006
Egreti gelin|-1|500000|2005
Fahrenhype 9/11|500000|3000000|2004
Failure to Launch|50000000|88715192|2006
The Future of Food|750000|81280|2004
The Great Debaters|15000000|30226144|2007
Grizzly Man|-1|3174085|2005
Hairspray|75000000|118823091|2007
Southern Justice|600000|140000|2006
The Invasion|80000000|15071514|2007
The Lookout|16000000|4587858|2007
Milk and Honey|-1|7916|2004
Monumental: David Brower's Fight for Wild America|200000|842|2004
El método|3000000|3407|2005
Strákarnir okkar|1500000|1302|2005
Thank You for Smoking|6500000|24792061|2005
Tom yum goong|200000000|11905519|2005
Trust the Man|9000000|1530535|2005
Hollywoodland|-1|14415222|2006
The Grand|5400000|114669|2007
El vacilón: The Movie|-1|1688757|2005
Sweet Land|1000000|1706325|2005
95 Miles to Go|-1|2203|2004
Venom|-1|881745|2005
Cavite|7000|70071|2005
Fade to Black|-1|728243|2004
Guiana 1838|-1|227241|2004
I Am a Sex Addict|-1|112874|2005
Fremde Haut|2000000|3025|2005
La marche de l'empereur|8000000|77413017|2005
La petite Jérusalem|-1|50126|2005
The Second Chance|1200000|432253|2006
The Tenants|2000000|2010|2005
The Thing About My Folks|-1|814682|2005
Zyzzyx Rd|2000000|30|2006
An American Haunting|14000000|16298046|2005
The Ant Bully|50000000|28142535|2006
Aquamarine|-1|18595716|2006
Ethan Mao|-1|6839|2004
Four Brothers|40000000|74484168|2005
A League of Ordinary Gentlemen|-1|18326|2004
Get Rich or Die Tryin'|40000000|30981850|2005
Miami Vice|135000000|63437595|2006
One Night with the King|20000000|13391174|2006
The Secret Life of Words|5000000|20023|2005
Shaadi Karke Phas Gaya Yaar|-1|142462|2006
Stick It|-1|26870825|2006
Voices of Iraq|-1|57102|2004
Wild Tigers I Have Known|50000|9089|2006
Everyone's Hero|-1|14522427|2006
Basic Instinct 2|70000000|5851188|2006
Beautiful Losers|-1|56386|2008
Role Models|28000000|67294270|2008
Hollywood Dreams|-1|171255|2006
The Kingdom|80000000|47456450|2007
Lassie|-1|652163|2005
P.S. I Love You|30000000|53680848|2007
Resident Evil: Extinction|45000000|49962808|2007
Brothers of the Head|-1|44978|2005
Clubland|-1|378921|2007
Flannel Pajamas|-1|123301|2006
The Fog|18000000|29511112|2005
Live Free or Die|-1|8875|2006
Die Höhle des gelben Hundes|600000|141638|2005
...So Goes the Nation|-1|10241|2006
Saw II|4000000|87025093|2005
Factory Girl|7000000|1661464|2006
Looking for Comedy in the Muslim World|10000000|887416|2005
Boy Culture|500000|220151|2006
Good Night, and Good Luck.|7500000|31501218|2005
The Grudge 2|20000000|39143839|2006
Harsh Times|2000000|3335839|2005
Journey from the Fall|1300000|638951|2006
Just Friends|-1|32619671|2005
Land of the Blind|18000000|5244|2006
Material Girls|-1|11441751|2006
The Namesake|-1|13569248|2006
Kinky Boots|-1|1819454|2005
The Last Kiss|-1|11596143|2006
Marebito|5000000|13893|2004
Flicka|15000000|20998709|2006
Princesas|-1|28866|2005
Reinas|-1|139439|2005
V for Vendetta|54000000|70511035|2005
Undiscovered|9000000|1046166|2005
Gabrielle|-1|328567|2005
Conversations with Other Women|450000|379122|2005
The Descent|3500000|13361|2005
Four Lane Highway|-1|955|2005
The Invisible|30000000|20568319|2007
Next|70000000|17993461|2007
Nina's Heavenly Delights|-1|9647|2006
Speilburgh|-1|11500|2004
After Innocence|-1|109210|2005
The Aristocrats|-1|6377277|2005
Backstage|-1|12312|2005
Ballets russes|-1|815848|2005
The Devil and Daniel Johnston|-1|332261|2005
The Fall of Fujimori|-1|4630|2005
Friends with Money|6500000|13367101|2006
G-Force|-1|118903901|2009
Good|15000000|23091|2008
Roving Mars|-1|10399670|2006
The Motel|-1|47111|2005
Murderball|-1|1523883|2005
New York Doll|-1|217655|2005
Protocols of Zion|-1|177861|2005
The Puffy Chair|15000|192467|2005
The Queen|9800000|56425113|2006
Rize|-1|3278611|2005
Rock School|-1|58241|2005
Romántico|-1|29460|2005
El topo|-1|80302|2004
Tulpan|1500000|156331|2008
Twist of Faith|-1|2474|2004
Unknown White Male|-1|124414|2005
Why We Fight|-1|1436279|2005
Yang Ban Xi, de 8 modelwerken|600000|20399|2005
See No Evil|8000000|15019200|2006
Catch a Fire|-1|4291965|2006
Parineeta|-1|802758|2005
Qian li zou dan qi|7500000|251585|2005
Une vieille maîtresse|6500000|785037|2007
Akeelah and the Bee|-1|18811135|2006
Behind the Mask: The Rise of Leslie Vernon|-1|38500|2006
The Benchwarmers|33000000|57651794|2006
Ice Age: The Meltdown|80000000|195329763|2006
Mad Hot Ballroom|-1|8044906|2005
Peaceful Warrior|14000000|2893666|2006
Plagues and Pleasures on the Salton Sea|-1|53471|2004
Terminator Salvation|200000000|125322469|2009
The Beauty Academy of Kabul|-1|225348|2004
Fat Girls|-1|10798|2006
Running with Scissors|12000000|6754898|2006
The Big Question|-1|1609|2004
The Boynton Beach Bereavement Club|3000000|3123749|2005
Dirty|3000000|271078|2005
Fanaa|-1|2100110|2006
Mobsters and Mormons|350000|407139|2005
The Real Dirt on Farmer John|-1|12376|2005
Slither|15500000|7774730|2006
Steel City|350000|10227|2006
The Bourne Ultimatum|110000000|227137090|2007
Strajk - Die Heldin von Danzig|-1|8872|2006
The Devil's Miner|-1|13677|2005
Gracie|9000000|2955039|2007
Dhoom:2|-1|2642290|2006
Free Zone|1234567|32381|2005
Kung Fu Panda|130000000|215395021|2008
Lonely Hearts|-1|187389|2006
Stay Alive|9000000|23078294|2006
Kakushi ken oni no tsume|-1|38147|2004
Dil Jo Bhi Kahey...|70000000|129319|2005
Beowulf|150000000|82161969|2007
Vantage Point|40000000|72266306|2008
Yours, Mine and Ours|45000000|53412862|2005
Another Gay Movie|500000|654132|2006
La bestia nel cuore|6000000|27105|2005
O Jerusalem|24000000|233520|2006
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan|18000000|128505958|2006
Brand Upon the Brain!|-1|227064|2006
Breaking and Entering|-1|928960|2006
The Condemned|-1|7327940|2007
Dreamgirls|70000000|103063211|2006
Edmond|10000000|131617|2005
Everything's Gone Green|30000|16133|2005
Film Geek|10000|17341|2005
Hoodwinked!|15000000|51053787|2005
The Illusionist|16500000|39825798|2006
Killshot|-1|17007|2008
Laura Smiles|-1|2065|2006
The Sentinel|-1|36279230|2006
10,000 BC|105000000|94770548|2008
The Assassination of Jesse James by the Coward Robert Ford|30000000|3904982|2007
Voices in Wartime|-1|20702|2005
William Eggleston in the Real World|-1|44435|2005
The X Files: I Want to Believe|30000000|20981633|2008
Fauteuils d'orchestre|8000000|2044614|2006
Indigènes|14500000|317594|2006
The Boys of Baraka|-1|322386|2005
Fay Grim|-1|126242|2006
Keeping Mum|-1|1618957|2005
Moving McAllister|-1|42200|2007
The Reaping|40000000|25117498|2007
This Divided State|10000|3724|2005
Deewane Huye Paagal|-1|355962|2005
Humko Deewana Kar Gaye|-1|250083|2006
Du levande|-1|21438|2007
Geuddae geusaramdeul|-1|5932|2005
Paradise Now|-1|1452402|2005
Sandstorm|5000|1744|2004
Across the Universe|-1|24343673|2007
Blades of Glory|61000000|118153533|2007
Disgrace|10000000|66643|2008
Invincible|-1|57789574|2006
One More Round|350000|4984|2005
Pathfinder|20000000|10232081|2007
Take the Lead|-1|34742066|2006
The Trials of Darryl Hunt|200000|1111|2006
Huo Yuan Jia|-1|24623719|2006
Civic Duty|3400000|54902|2006
The Ground Truth: After the Killing Ends|-1|12207|2006
Het schnitzelparadijs|850000|5674|2005
Drawing Restraint 9|-1|225041|2005
Driving Lessons|-1|238774|2006
Mutual Appreciation|-1|103574|2005
Full of It|-1|11431|2007
The Painted Veil|19400000|8047690|2006
Sketches of Frank Gehry|-1|438256|2005
Emmanuel's Gift|-1|23578|2005
Het paard van Sinterklaas|1692193|119264|2005
Knowing|50000000|79948113|2009
The Night Listener|4000000|7825820|2006
Snow Cake|-1|26014|2006
Sunshine|26000000|3675753|2007
Hancock|150000000|227946274|2008
Two Weeks|2400000|45816|2006
Bunty Aur Babli|100000000|901867|2005
The J-K Conspiracy|44000|297325|2004
Kummelin jackpot|1200000|1969226|2006
39 Pounds of Love|-1|28125|2005
Eragon|100000000|75021527|2006
The Final Season|-1|1158779|2007
Little Miss Sunshine|8000000|59887868|2006
Dominion: Prequel to the Exorcist|30000000|227316|2005
Pirates of the Caribbean: At World's End|300000000|309404152|2007
RV|65000000|71402035|2006
loudQUIETloud: A Film About the Pixies|-1|3792|2006
Babel|25000000|34287296|2006
Catacombs|-1|476201|2007
La doublure|-1|2272329|2006
Chandramukhi|-1|12421000|2005
Jodhaa Akbar|400000000|3440718|2008
Kabhi Alvida Naa Kehna|700000000|3275443|2006
Statskiy sovetnik|4000000|7522408|2005
La môme|-1|10299782|2007
16 Blocks|-1|36883539|2006
Blood Diamond|100000000|57312489|2006
Hostel|4500000|47277326|2005
Punisher: War Zone|22000000|7948159|2008
That Man: Peter Berlin|-1|55398|2005
Unknown|3700000|24686|2006
The Wicker Man|40000000|23643531|2006
1408|25000000|71985628|2007
Cirque du Freak: The Vampire's Assistant|70000000|12988080|2009
Italianetz|-1|552546|2005
Odete|-1|24146|2005
Flandres|-1|22188|2006
As You Like It|-1|106336|2006
The Derby Stallion|750000|4000000|2005
The Gospel|5000000|15778152|2005
The Grace Lee Project|-1|5965|2005
Horton Hears a Who!|85000000|154529187|2008
Chinjeolhan geumjassi|4200000000|211667|2005
My Brother|-1|28613|2006
Quinceañera|400000|1689999|2006
The Elephant King|1500000|21298|2006
No Entry|-1|678000|2005
Paheli|-1|1409498|2005
El violin|800000|65298|2005
The Break-Up|52000000|118683135|2006
Cheaper by the Dozen 2|-1|82569532|2005
Cowboy del Amor|-1|4438|2005
Death Race|45000000|36064910|2008
Fall to Grace|-1|7047|2005
Gone Baby Gone|19000000|20300218|2007
The Good German|32000000|1290623|2006
Good Luck Chuck|25000000|34925283|2007
Lady in the Water|75000000|42272747|2006
One Last Thing...|-1|9160|2005
Race You to the Bottom|-1|5264|2005
The Santa Clause 3: The Escape Clause|-1|84497876|2006
The Time Traveler's Wife|39000000|63214465|2009
Undoing|1000000|44999|2006
Vacancy|19000000|18986844|2007
Never Been Thawed|35000|46812|2005
Azuloscurocasinegro|-1|1897|2006
Elsa y Fred|-1|186875|2005
Valo|1812693|234728|2005
Mr. Bean's Holiday|25000000|32553210|2007
Beer League|2800000|475000|2006
Deja Vu|80000000|64034835|2006
Hoot|15000000|8080116|2006
Independent Lens|-1|130626|1999
TMNT|34000000|54132596|2007
Black Christmas|9000000|16235293|2006
Blind Dating|-1|87416|2006
Chocolate|-1|49000|2005
Lalli Johns|-1|50520|2001
Amazing Grace|-1|21208358|2006
Flyboys|60000000|13082288|2006
The Hills Have Eyes|15000000|41777564|2006
Inside Man|45000000|88504640|2006
The Last Winter|50000|32921|2006
The Pursuit of Happyness|55000000|162586036|2006
Requiem|-1|8632|2006
She's the Man|20000000|33687630|2006
Turistas|10000000|7025803|2006
Maradona by Kusturica|-1|358273|2008
Let's Go to Prison|-1|4613815|2006
Aqua Teen Hunger Force Colon Movie Film for Theaters|750000|5518918|2007
First Descent|-1|739690|2005
Garfield: A Tail of Two Kitties|-1|28424210|2006
How to Lose Friends & Alienate People|28000000|2778752|2008
The Last King of Scotland|5000000|17605861|2006
Madea's Family Reunion|6000000|63231524|2006
Dead Silence|20000000|16809076|2007
The Hunting Party|25000000|969869|2007
Then She Found Me|3500000|3735303|2007
Australia|130000000|49554002|2008
When a Stranger Calls|15000000|47860214|2006
Gay Sex in the 70s|-1|80205|2005
Goya's Ghosts|-1|1000045|2006
The Groomsmen|3000000|128585|2006
The Hitcher|-1|16366370|2007
John Tucker Must Die|18000000|41011711|2006
ShowBusiness: The Road to Broadway|-1|151792|2007
A State of Mind|-1|41468|2004
Waist Deep|-1|21318194|2006
Moartea domnului Lazarescu|-1|79943|2005
Salaam Namaste|-1|1411065|2005
L'enfant|-1|651234|2005
Jaan-E-Mann: Let's Fall in Love... Again|2000000|510000|2006
Grandma's Boy|-1|6088249|2006
Cidade Baixa|-1|130578|2005
Muzhskoy sezon. Barkhatnaya revolyutsiya|7000000|3015943|2005
The Butterfly Effect 2|-1|345912|2006
Church Ball|1000000|464991|2006
Come Early Morning|6000000|119452|2006
From Mexico with Love|3000000|547997|2009
Land of the Lost|100000000|49392095|2009
Mr. Magorium's Wonder Emporium|-1|32059442|2007
